Country,Province/Territory,District/Agency,Region/Type,Date,Indicators,Values,Unit
Pakistan,Azad Jammu & Kashmir,Kotli,District,2010,Boys Primary Schools with Drinking Water Facility in Urban Areas by District,2,Number
Pakistan,Azad Jammu & Kashmir,Kotli,District,2010,Boys Primary Schools with Electricity in Rural Areas by District,30,Number
Pakistan,Azad Jammu & Kashmir,Kotli,District,2010,Boys Primary Schools with Electricity in Urban Areas by District,5,Number
Pakistan,Azad Jammu & Kashmir,Kotli,District,2010,Boys Primary Schools with Latrines Facility in Rural Areas by District,31,Number
Pakistan,Azad Jammu & Kashmir,Kotli,District,2010,Boys Primary Schools with Latrines Facility in Urban Areas by District,4,Number
Pakistan,Azad Jammu & Kashmir,Kotli,District,2010,Girls Enrolment at Middle and Secondary Stage in Rural Areas by District,12640,Number
Pakistan,Azad Jammu & Kashmir,Kotli,District,2010,Girls Enrolment at Middle and Secondary Stage in Urban Areas by District,884,Number
Pakistan,Azad Jammu & Kashmir,Kotli,District,2010,Girls Enrolment at Primary Stage in Rural Areas by District,35658,Number
Pakistan,Azad Jammu & Kashmir,Kotli,District,2010,Girls Enrolment at Primary Stage in Urban Areas by District,954,Number
Pakistan,Azad Jammu & Kashmir,Kotli,District,2010,Girls Middle and Secondary Schools in Urban Areas by District,7,Number
Pakistan,Azad Jammu & Kashmir,Kotli,District,2010,Girls Middle and Secondary Schools with Drinking Water Facility in Rural Areas by District,50,Number
Pakistan,Azad Jammu & Kashmir,Kotli,District,2010,Girls Middle and Secondary Schools with Drinking Water Facility in Rural Areas by District,56,Number
Pakistan,Azad Jammu & Kashmir,Kotli,District,2010,Girls Middle and Secondary Schools with Drinking Water Facility in Urban Areas by District,5,Number
Pakistan,Azad Jammu & Kashmir,Kotli,District,2010,Girls Middle and Secondary Schools with Electricity in Rural Areas by District,72,Number
Pakistan,Azad Jammu & Kashmir,Kotli,District,2010,Girls Middle and Secondary Schools with Electricity in Urban Areas by District,6,Number
Pakistan,Azad Jammu & Kashmir,Kotli,District,2010,Girls Middle and Secondary Schools with Student Laterine Facility in Urban Areas by District,5,Number
Pakistan,Azad Jammu & Kashmir,Kotli,District,2010,Girls Primary Schools with Drinking Water Facility in Rural Areas by District,39,Number
Pakistan,Azad Jammu & Kashmir,Kotli,District,2010,Girls Primary Schools with Electricity in Rural Areas by District,23,Number
Pakistan,Azad Jammu & Kashmir,Kotli,District,2010,Girls Primary Schools with Latrines Facility in Rural Areas by District,54,Number
Pakistan,Azad Jammu & Kashmir,Kotli,District,2010,Middle and Secondary Schools with Drinking Water Facility in Rural Areas by District,129,Number
Pakistan,Azad Jammu & Kashmir,Kotli,District,2010,Middle and Secondary Schools with Drinking Water Facility in Urban Areas by District,13,Number
Pakistan,Azad Jammu & Kashmir,Kotli,District,2010,Middle and Secondary Schools with Electricity in Rural Areas by District,160,Number
Pakistan,Azad Jammu & Kashmir,Kotli,District,2010,Middle and Secondary Schools with Electricity in Urban Areas by District,14,Number
Pakistan,Azad Jammu & Kashmir,Kotli,District,2010,Middle and Secondary Schools with Student Latrines Facility in Rural Areas by District,95,Number
Pakistan,Azad Jammu & Kashmir,Kotli,District,2010,Middle and Secondary Schools with Student Latrines Facility in Urban Areas by District,11,Number
Pakistan,Azad Jammu & Kashmir,Kotli,District,2010,Primary Schools with Drinking Water Facility in Rural Areas by District,100,Number
Pakistan,Azad Jammu & Kashmir,Kotli,District,2010,Primary Schools with Drinking Water Facility in Urban Areas by District,2,Number
Pakistan,Azad Jammu & Kashmir,Kotli,District,2010,Primary Schools with Electricity in Rural Areas by District,53,Number
Pakistan,Azad Jammu & Kashmir,Kotli,District,2010,Primary Schools with Electricity in Urban Areas by District,5,Number
Pakistan,Azad Jammu & Kashmir,Kotli,District,2010,Primary Schools with Latrines Facility in Rural Areas by District,85,Number
Pakistan,Azad Jammu & Kashmir,Kotli,District,2010,Primary Schools with Latrines Facility in Urban Areas by District,4,Number
Pakistan,Azad Jammu & Kashmir,Kotli,District,2010,Public Sector Universities by District (Including Sub-Campuses),1,Number
Pakistan,Azad Jammu & Kashmir,Kotli,District,2010,Rural-Public Sector Educational Institutions,994,Number
Pakistan,Azad Jammu & Kashmir,Kotli,District,2010,Students in Middle and Secondary Schools of Rural Areas by District,52507,Number
Pakistan,Azad Jammu & Kashmir,Kotli,District,2010,Students in Middle and Secondary Schools of Urban Areas by District,4504,Number
Pakistan,Azad Jammu & Kashmir,Kotli,District,2010,Students in Primary Schools of Rural Areas by District,46143,Number
Pakistan,Azad Jammu & Kashmir,Kotli,District,2010,Students in Primary Schools of Urban Areas by District,887,Number
Pakistan,Azad Jammu & Kashmir,Kotli,District,2010,Teachers in Middle and Secondary Schools of Rural Areas by District,2882,Number
Pakistan,Azad Jammu & Kashmir,Kotli,District,2010,Teachers in Middle and Secondary Schools of Urban Areas by District,217,Number
Pakistan,Azad Jammu & Kashmir,Kotli,District,2010,Teachers in Primary Schools of Rural Areas by District,1718,Number
Pakistan,Azad Jammu & Kashmir,Kotli,District,2010,Teachers in Primary Schools of Urban Areas by District,42,Number
Pakistan,Azad Jammu & Kashmir,Kotli,District,2010,Total Boys Middle and Secondary Schools in Rural Areas by District,135,Number
Pakistan,Azad Jammu & Kashmir,Kotli,District,2010,Total Boys Primary Schools in Rural Areas by District,410,Number
Pakistan,Azad Jammu & Kashmir,Kotli,District,2010,Total Boys Primary Schools in Urban Areas by District,12,Number
Pakistan,Azad Jammu & Kashmir,Kotli,District,2010,Total Girls Middle and Secondary Schools in Rural Areas by District,121,Number
Pakistan,Azad Jammu & Kashmir,Kotli,District,2010,Total Girls Primary Schools in Rural Areas by District,328,Number
Pakistan,Azad Jammu & Kashmir,Kotli,District,2010,Total Girls Primary Schools in Urban Areas by District,5,Number
Pakistan,Azad Jammu & Kashmir,Kotli,District,2010,Total Middle and Secondary Schools in Rural Areas by District,256,Number
Pakistan,Azad Jammu & Kashmir,Kotli,District,2010,Total Middle and Secondary Schools in Urban Areas by District,15,Number
Pakistan,Azad Jammu & Kashmir,Kotli,District,2010,Total Primary Schools in Rural Areas by District,738,Number
Pakistan,Azad Jammu & Kashmir,Kotli,District,2010,Total Primary Schools in Urban Areas by District,17,Number
Pakistan,Azad Jammu & Kashmir,Kotli,District,2010,Total Universities by District (Including Sub-Campuses),1,Number
Pakistan,Azad Jammu & Kashmir,Kotli,District,2010,Total-Public Sector Educational Institutions,1026,Number
Pakistan,Azad Jammu & Kashmir,Kotli,District,2010,Urban-Public Sector Educational Institutions,32,Number
Pakistan,Azad Jammu & Kashmir,Mirpur,District,2010,Boys Enrolment at Middle and Secondary Stage in Rural Areas by District,5802,Number
Pakistan,Azad Jammu & Kashmir,Mirpur,District,2010,Boys Enrolment at Middle and Secondary Stage in Urban Areas by District,2711,Number
Pakistan,Azad Jammu & Kashmir,Mirpur,District,2010,Boys Enrolment at Primary Stage in Rural Areas by District,12323,Number
Pakistan,Azad Jammu & Kashmir,Mirpur,District,2010,Boys Enrolment at Primary Stage in Urban Areas by District,3429,Number
Pakistan,Azad Jammu & Kashmir,Mirpur,District,2010,Boys Middle and Secondary Schools in Urban Areas by District,20,Number
Pakistan,Azad Jammu & Kashmir,Mirpur,District,2010,Boys Middle and Secondary Schools with Drinking Water Facility in Rural Areas by District,40,Number
Pakistan,Azad Jammu & Kashmir,Mirpur,District,2010,Boys Middle and Secondary Schools with Drinking Water Facility in Rural Areas by District,56,Number
Pakistan,Azad Jammu & Kashmir,Mirpur,District,2010,Boys Middle and Secondary Schools with Drinking Water Facility in Urban Areas by District,20,Number
Pakistan,Azad Jammu & Kashmir,Mirpur,District,2010,Boys Middle and Secondary Schools with Electricity in Rural Areas by District,62,Number
Pakistan,Azad Jammu & Kashmir,Mirpur,District,2010,Boys Middle and Secondary Schools with Electricity in Urban Areas by District,20,Number
Pakistan,Azad Jammu & Kashmir,Mirpur,District,2010,Boys Middle and Secondary Schools with Student Laterine Facility in Urban Areas by District,16,Number
Pakistan,Azad Jammu & Kashmir,Mirpur,District,2010,Boys Primary Schools with Drinking Water Facility in Rural Areas by District,79,Number
Pakistan,Azad Jammu & Kashmir,Mirpur,District,2010,Boys Primary Schools with Drinking Water Facility in Urban Areas by District,21,Number
Pakistan,Azad Jammu & Kashmir,Mirpur,District,2010,Boys Primary Schools with Electricity in Rural Areas by District,91,Number
Pakistan,Azad Jammu & Kashmir,Mirpur,District,2010,Boys Primary Schools with Electricity in Urban Areas by District,24,Number
Pakistan,Azad Jammu & Kashmir,Mirpur,District,2010,Boys Primary Schools with Latrines Facility in Rural Areas by District,33,Number
Pakistan,Azad Jammu & Kashmir,Mirpur,District,2010,Boys Primary Schools with Latrines Facility in Urban Areas by District,6,Number
Pakistan,Azad Jammu & Kashmir,Mirpur,District,2010,Girls Enrolment at Middle and Secondary Stage in Rural Areas by District,7716,Number
Pakistan,Azad Jammu & Kashmir,Mirpur,District,2010,Girls Enrolment at Middle and Secondary Stage in Urban Areas by District,2902,Number
Pakistan,Azad Jammu & Kashmir,Mirpur,District,2010,Girls Enrolment at Primary Stage in Rural Areas by District,14082,Number
Pakistan,Azad Jammu & Kashmir,Mirpur,District,2010,Girls Enrolment at Primary Stage in Urban Areas by District,2986,Number
Pakistan,Azad Jammu & Kashmir,Mirpur,District,2010,Girls Middle and Secondary Schools in Urban Areas by District,16,Number
Pakistan,Azad Jammu & Kashmir,Mirpur,District,2010,Girls Middle and Secondary Schools with Drinking Water Facility in Rural Areas by District,67,Number
Pakistan,Azad Jammu & Kashmir,Mirpur,District,2010,Girls Middle and Secondary Schools with Drinking Water Facility in Rural Areas by District,71,Number
Pakistan,Azad Jammu & Kashmir,Mirpur,District,2010,Girls Middle and Secondary Schools with Drinking Water Facility in Urban Areas by District,16,Number
Pakistan,Azad Jammu & Kashmir,Mirpur,District,2010,Girls Middle and Secondary Schools with Electricity in Rural Areas by District,76,Number
Pakistan,Azad Jammu & Kashmir,Mirpur,District,2010,Girls Middle and Secondary Schools with Electricity in Urban Areas by District,16,Number
Pakistan,Azad Jammu & Kashmir,Mirpur,District,2010,Girls Middle and Secondary Schools with Student Laterine Facility in Urban Areas by District,13,Number
Pakistan,Azad Jammu & Kashmir,Mirpur,District,2010,Girls Primary Schools with Drinking Water Facility in Rural Areas by District,60,Number
Pakistan,Azad Jammu & Kashmir,Mirpur,District,2010,Girls Primary Schools with Drinking Water Facility in Urban Areas by District,14,Number
Pakistan,Azad Jammu & Kashmir,Mirpur,District,2010,Girls Primary Schools with Electricity in Rural Areas by District,81,Number
Pakistan,Azad Jammu & Kashmir,Mirpur,District,2010,Girls Primary Schools with Electricity in Urban Areas by District,20,Number
Pakistan,Azad Jammu & Kashmir,Mirpur,District,2010,Girls Primary Schools with Latrines Facility in Rural Areas by District,70,Number
Pakistan,Azad Jammu & Kashmir,Mirpur,District,2010,Girls Primary Schools with Latrines Facility in Urban Areas by District,13,Number
Pakistan,Azad Jammu & Kashmir,Mirpur,District,2010,Middle and Secondary Schools with Drinking Water Facility in Rural Areas by District,127,Number
Pakistan,Azad Jammu & Kashmir,Mirpur,District,2010,Middle and Secondary Schools with Drinking Water Facility in Urban Areas by District,36,Number
Pakistan,Azad Jammu & Kashmir,Mirpur,District,2010,Middle and Secondary Schools with Electricity in Rural Areas by District,138,Number
Pakistan,Azad Jammu & Kashmir,Mirpur,District,2010,Middle and Secondary Schools with Electricity in Urban Areas by District,36,Number
Pakistan,Azad Jammu & Kashmir,Mirpur,District,2010,Middle and Secondary Schools with Student Latrines Facility in Rural Areas by District,107,Number
Pakistan,Azad Jammu & Kashmir,Mirpur,District,2010,Middle and Secondary Schools with Student Latrines Facility in Urban Areas by District,29,Number
Pakistan,Azad Jammu & Kashmir,Mirpur,District,2010,Primary Schools with Drinking Water Facility in Rural Areas by District,139,Number
Pakistan,Azad Jammu & Kashmir,Mirpur,District,2010,Primary Schools with Drinking Water Facility in Urban Areas by District,35,Number
Pakistan,Azad Jammu & Kashmir,Mirpur,District,2010,Primary Schools with Electricity in Rural Areas by District,172,Number
Pakistan,Azad Jammu & Kashmir,Mirpur,District,2010,Primary Schools with Electricity in Urban Areas by District,44,Number
Pakistan,Azad Jammu & Kashmir,Mirpur,District,2010,Primary Schools with Latrines Facility in Rural Areas by District,103,Number
Pakistan,Azad Jammu & Kashmir,Mirpur,District,2010,Primary Schools with Latrines Facility in Urban Areas by District,19,Number
Pakistan,Azad Jammu & Kashmir,Mirpur,District,2010,Private Sector Universities by District (Including Sub-Campuses),1,Number
Pakistan,Azad Jammu & Kashmir,Mirpur,District,2010,Public Sector Universities by District (Including Sub-Campuses),1,Number
Pakistan,Azad Jammu & Kashmir,Mirpur,District,2010,Rural-Public Sector Educational Institutions,488,Number
Pakistan,Azad Jammu & Kashmir,Mirpur,District,2010,Students in Middle and Secondary Schools of Rural Areas by District,27945,Number
Pakistan,Azad Jammu & Kashmir,Mirpur,District,2010,Students in Middle and Secondary Schools of Urban Areas by District,9672,Number
Pakistan,Azad Jammu & Kashmir,Mirpur,District,2010,Students in Primary Schools of Rural Areas by District,11978,Number
Pakistan,Azad Jammu & Kashmir,Mirpur,District,2010,Students in Primary Schools of Urban Areas by District,2544,Number
Pakistan,Azad Jammu & Kashmir,Mirpur,District,2010,Teachers in Middle and Secondary Schools of Rural Areas by District,1628,Number
Pakistan,Azad Jammu & Kashmir,Mirpur,District,2010,Teachers in Middle and Secondary Schools of Urban Areas by District,574,Number
Pakistan,Azad Jammu & Kashmir,Mirpur,District,2010,Teachers in Primary Schools of Rural Areas by District,662,Number
Pakistan,Azad Jammu & Kashmir,Mirpur,District,2010,Teachers in Primary Schools of Urban Areas by District,173,Number
Pakistan,Azad Jammu & Kashmir,Mirpur,District,2010,Total Boys Middle and Secondary Schools in Rural Areas by District,65,Number
Pakistan,Azad Jammu & Kashmir,Mirpur,District,2010,Total Boys Primary Schools in Rural Areas by District,191,Number
Pakistan,Azad Jammu & Kashmir,Mirpur,District,2010,Total Boys Primary Schools in Urban Areas by District,41,Number
Pakistan,Azad Jammu & Kashmir,Mirpur,District,2010,Total Girls Middle and Secondary Schools in Rural Areas by District,80,Number
Pakistan,Azad Jammu & Kashmir,Mirpur,District,2010,Total Girls Primary Schools in Rural Areas by District,152,Number
Pakistan,Azad Jammu & Kashmir,Mirpur,District,2010,Total Girls Primary Schools in Urban Areas by District,28,Number
Pakistan,Azad Jammu & Kashmir,Mirpur,District,2010,Total Middle and Secondary Schools in Rural Areas by District,145,Number
Pakistan,Azad Jammu & Kashmir,Mirpur,District,2010,Total Middle and Secondary Schools in Urban Areas by District,36,Number
Pakistan,Azad Jammu & Kashmir,Mirpur,District,2010,Total Primary Schools in Rural Areas by District,343,Number
Pakistan,Azad Jammu & Kashmir,Mirpur,District,2010,Total Primary Schools in Urban Areas by District,69,Number
Pakistan,Azad Jammu & Kashmir,Mirpur,District,2010,Total Universities by District (Including Sub-Campuses),2,Number
Pakistan,Azad Jammu & Kashmir,Mirpur,District,2010,Total-Public Sector Educational Institutions,593,Number
Pakistan,Azad Jammu & Kashmir,Mirpur,District,2010,Urban-Public Sector Educational Institutions,105,Number
